target_num,target_is_prime,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
14008,False,>10x10x10x10001x1100111.,"[2, 2, 2, 17, 103]",>10x10x10x11011010111,0,-1.3355215787887573,5,"[2, 2, 2, 1751]",4,14008.0,True,False,3.0,0.75
14008,False,>10x10x10x10001x1100111.,"[2, 2, 2, 17, 103]",>10x10x10x11x1001000101,1,-2.251934289932251,5,"[2, 2, 2, 3, 581]",5,13944.0,False,False,4.0,0.8
14010,False,>10x11x101x111010011.,"[2, 3, 5, 467]",>10x1101101011101,0,-1.408460259437561,4,"[2, 7005]",2,14010.0,True,False,1.0,0.5
14010,False,>10x11x101x111010011.,"[2, 3, 5, 467]",>10x11x100100011111,1,-2.335253953933716,4,"[2, 3, 2335]",3,14010.0,True,False,2.0,0.6666666666666666
14011,True,>11011010111011.,[14011],>11011010111011,0,-1.4972087144851685,1,[14011],1,14011.0,True,True,1.0,1.0
14011,True,>11011010111011.,[14011],>11x1001000111101,1,-2.4574875831604004,1,"[3, 4669]",2,14007.0,False,False,1.0,0.5
14017,False,>1101011x10000011.,"[107, 131]",>11011011000001,0,-1.5406723022460938,2,[14017],1,14017.0,True,False,0.0,0.0
14017,False,>1101011x10000011.,"[107, 131]",>11x1001001000011,1,-2.4292593002319336,2,"[3, 4675]",2,14025.0,False,False,1.0,0.5
14021,False,>111x11111010011.,"[7, 2003]",>11011011000101,0,-1.5298357009887695,2,[14021],1,14021.0,True,False,0.0,0.0
14021,False,>111x11111010011.,"[7, 2003]",>11x1001001000111,1,-3.012957811355591,2,"[3, 4679]",2,14037.0,False,False,2.0,1.0
14023,False,>100101x101111011.,"[37, 379]",>11011011000111,0,-1.5249170064926147,2,[14023],1,14023.0,True,False,0.0,0.0
14023,False,>100101x101111011.,"[37, 379]",>11x1001001000001,1,-2.443463087081909,2,"[3, 4673]",2,14019.0,False,False,2.0,1.0
14024,False,>10x10x10x11011011001.,"[2, 2, 2, 1753]",>10x10x10x11011011001,0,-1.3311513662338257,4,"[2, 2, 2, 1753]",4,14024.0,True,True,4.0,1.0
14024,False,>10x10x10x11011011001.,"[2, 2, 2, 1753]",>10x10x10x11x1001001011,1,-2.1977121829986572,4,"[2, 2, 2, 3, 587]",5,14088.0,False,False,5.0,1.0
14029,True,>11011011001101.,[14029],>11011011001101,0,-1.5133237838745117,1,[14029],1,14029.0,True,True,1.0,1.0
14029,True,>11011011001101.,[14029],>11x1001001000111,1,-2.4156200885772705,1,"[3, 4679]",2,14037.0,False,False,2.0,1.0
14033,True,>11011011010001.,[14033],>11011011010001,0,-1.5342049598693848,1,[14033],1,14033.0,True,True,1.0,1.0
14033,True,>11011011010001.,[14033],>11x1001001000111,1,-2.7368602752685547,1,"[3, 4679]",2,14037.0,False,False,2.0,1.0
14044,False,>10x10x110110110111.,"[2, 2, 3511]",>10x10x110110110111,0,-1.3874692916870117,3,"[2, 2, 3511]",3,14044.0,True,True,3.0,1.0
14044,False,>10x10x110110110111.,"[2, 2, 3511]",>10x10x11x10010010001,1,-2.612016439437866,3,"[2, 2, 3, 1169]",4,14028.0,False,False,3.0,0.75
14045,False,>101x110101x110101.,"[5, 53, 53]",>11011011011101,0,-1.4948906898498535,3,[14045],1,14045.0,True,False,0.0,0.0
14045,False,>101x110101x110101.,"[5, 53, 53]",>11x1001001001011,1,-2.8976073265075684,3,"[3, 4683]",2,14049.0,False,False,1.0,0.5
14060,False,>10x10x101x10011x100101.,"[2, 2, 5, 19, 37]",>10x10x110110111011,0,-1.3821216821670532,5,"[2, 2, 3515]",3,14060.0,True,False,2.0,0.6666666666666666
14060,False,>10x10x101x10011x100101.,"[2, 2, 5, 19, 37]",>10x10x11x10010010001,1,-2.2516093254089355,5,"[2, 2, 3, 1169]",4,14028.0,False,False,3.0,0.75
14061,False,>11x101011x1101101.,"[3, 43, 109]",>11011011101101,0,-1.5075374841690063,3,[14061],1,14061.0,True,False,0.0,0.0
14061,False,>11x101011x1101101.,"[3, 43, 109]",>11x1001001001111,1,-2.396348237991333,3,"[3, 4687]",2,14061.0,True,False,1.0,0.5
14062,False,>10x1001111x1011001.,"[2, 79, 89]",>10x1101101110111,0,-1.4265189170837402,3,"[2, 7031]",2,14062.0,True,False,1.0,0.5
14062,False,>10x1001111x1011001.,"[2, 79, 89]",>10x11x100100100101,1,-2.308314800262451,3,"[2, 3, 2341]",3,14046.0,False,False,3.0,1.0
14068,False,>10x10x110110111101.,"[2, 2, 3517]",>10x10x110110111101,0,-1.367100477218628,3,"[2, 2, 3517]",3,14068.0,True,True,3.0,1.0
14068,False,>10x10x110110111101.,"[2, 2, 3517]",>10x10x11x10010010111,1,-2.2553017139434814,3,"[2, 2, 3, 1175]",4,14100.0,False,False,3.0,0.75
14072,False,>10x10x10x11011011111.,"[2, 2, 2, 1759]",>10x10x10x11011011111,0,-1.3173588514328003,4,"[2, 2, 2, 1759]",4,14072.0,True,True,4.0,1.0
14072,False,>10x10x10x11011011111.,"[2, 2, 2, 1759]",>10x10x10x11x1001001001,1,-2.1763017177581787,4,"[2, 2, 2, 3, 585]",5,14040.0,False,False,4.0,0.8
14074,False,>10x11111x11100011.,"[2, 31, 227]",>10x1101101111101,0,-1.401931643486023,3,"[2, 7037]",2,14074.0,True,False,1.0,0.5
14074,False,>10x11111x11100011.,"[2, 31, 227]",>10x11x100100101011,1,-2.5045580863952637,3,"[2, 3, 2347]",3,14082.0,False,False,3.0,1.0
14095,False,>101x101100000011.,"[5, 2819]",>11011100001111,0,-1.526292085647583,2,[14095],1,14095.0,True,False,0.0,0.0
14095,False,>101x101100000011.,"[5, 2819]",>11x1001001011001,1,-2.9828572273254395,2,"[3, 4697]",2,14091.0,False,False,1.0,0.5
14096,False,>10x10x10x10x1101110001.,"[2, 2, 2, 2, 881]",>10x10x10x10x1101110001,0,-1.2860302925109863,5,"[2, 2, 2, 2, 881]",5,14096.0,True,True,5.0,1.0
14096,False,>10x10x10x10x1101110001.,"[2, 2, 2, 2, 881]",>10x10x10x10x11x100100111,1,-2.1356959342956543,5,"[2, 2, 2, 2, 3, 295]",6,14160.0,False,False,5.0,0.8333333333333334
14098,False,>10x111x10011x110101.,"[2, 7, 19, 53]",>10x1101110001001,0,-1.4490787982940674,4,"[2, 7049]",2,14098.0,True,False,1.0,0.5
14098,False,>10x111x10011x110101.,"[2, 7, 19, 53]",>10x11x100100101111,1,-2.7105982303619385,4,"[2, 3, 2351]",3,14106.0,False,False,3.0,1.0
14112,False,>10x10x10x10x10x11x11x111x111.,"[2, 2, 2, 2, 2, 3, 3, 7, 7]",>10x10x10x10x10x110111001,0,-1.2143067121505737,9,"[2, 2, 2, 2, 2, 441]",6,14112.0,True,False,5.0,0.8333333333333334
14112,False,>10x10x10x10x10x11x11x111x111.,"[2, 2, 2, 2, 2, 3, 3, 7, 7]",>10x10x10x10x10x11x10010011,1,-2.031572103500366,9,"[2, 2, 2, 2, 2, 3, 147]",7,14112.0,True,False,6.0,0.8571428571428571
14114,False,>10x1101110010001.,"[2, 7057]",>10x1101110010001,0,-1.4553800821304321,2,"[2, 7057]",2,14114.0,True,True,2.0,1.0
14114,False,>10x1101110010001.,"[2, 7057]",>10x11x100100110011,1,-2.365729570388794,2,"[2, 3, 2355]",3,14130.0,False,False,2.0,0.6666666666666666
14117,False,>10011x1011100111.,"[19, 743]",>11011100100101,0,-1.536512017250061,2,[14117],1,14117.0,True,False,0.0,0.0
14117,False,>10011x1011100111.,"[19, 743]",>11x1001001100111,1,-2.503199815750122,2,"[3, 4711]",2,14133.0,False,False,1.0,0.5
14121,False,>11x11x11x1000001011.,"[3, 3, 3, 523]",>11011100101001,0,-1.5408875942230225,4,[14121],1,14121.0,True,False,0.0,0.0
14121,False,>11x11x11x1000001011.,"[3, 3, 3, 523]",>11x1001001100011,1,-2.4124374389648438,4,"[3, 4707]",2,14121.0,True,False,1.0,0.5
14127,False,>11x10001x100010101.,"[3, 17, 277]",>11011100101111,0,-1.5149924755096436,3,[14127],1,14127.0,True,False,0.0,0.0
14127,False,>11x10001x100010101.,"[3, 17, 277]",>11x1001001100101,1,-2.4021401405334473,3,"[3, 4709]",2,14127.0,True,False,1.0,0.5
14130,False,>10x11x11x101x10011101.,"[2, 3, 3, 5, 157]",>10x1101110011001,0,-1.4452154636383057,5,"[2, 7065]",2,14130.0,True,False,1.0,0.5
14130,False,>10x11x11x101x10011101.,"[2, 3, 3, 5, 157]",>10x11x100100110011,1,-2.351562976837158,5,"[2, 3, 2355]",3,14130.0,True,False,2.0,0.6666666666666666
14142,False,>10x11x100100110101.,"[2, 3, 2357]",>10x1101110011111,0,-1.42861807346344,3,"[2, 7071]",2,14142.0,True,False,1.0,0.5
14142,False,>10x11x100100110101.,"[2, 3, 2357]",>10x11x100100110101,1,-2.326535224914551,3,"[2, 3, 2357]",3,14142.0,True,True,3.0,1.0
14151,False,>11x110101x1011001.,"[3, 53, 89]",>11011101000111,0,-1.5379760265350342,3,[14151],1,14151.0,True,False,0.0,0.0
14151,False,>11x110101x1011001.,"[3, 53, 89]",>11x1001001101101,1,-2.4208385944366455,3,"[3, 4717]",2,14151.0,True,False,1.0,0.5
14158,False,>10x1101110100111.,"[2, 7079]",>10x1101110100111,0,-1.451415777206421,2,"[2, 7079]",2,14158.0,True,True,2.0,1.0
14158,False,>10x1101110100111.,"[2, 7079]",>10x11x100100110101,1,-2.3292932510375977,2,"[2, 3, 2357]",3,14142.0,False,False,3.0,1.0
14159,True,>11011101001111.,[14159],>11011101001111,0,-1.5200715065002441,1,[14159],1,14159.0,True,True,1.0,1.0
14159,True,>11011101001111.,[14159],>11x1001001101101,1,-2.4067749977111816,1,"[3, 4717]",2,14151.0,False,False,1.0,0.5
14164,False,>10x10x110111010101.,"[2, 2, 3541]",>10x10x110111010101,0,-1.401456356048584,3,"[2, 2, 3541]",3,14164.0,True,True,3.0,1.0
14164,False,>10x10x110111010101.,"[2, 2, 3541]",>10x10x11x10010011111,1,-2.293109655380249,3,"[2, 2, 3, 1183]",4,14196.0,False,False,3.0,0.75
14170,False,>10x101x1101x1101101.,"[2, 5, 13, 109]",>10x1101110101101,0,-1.426664113998413,4,"[2, 7085]",2,14170.0,True,False,1.0,0.5
14170,False,>10x101x1101x1101101.,"[2, 5, 13, 109]",>10x11x100100111011,1,-2.457427740097046,4,"[2, 3, 2363]",3,14178.0,False,False,2.0,0.6666666666666666
14171,False,>100101x101111111.,"[37, 383]",>11011101011011,0,-1.5113791227340698,2,[14171],1,14171.0,True,False,0.0,0.0
14171,False,>100101x101111111.,"[37, 383]",>11x1001001110001,1,-2.418524980545044,2,"[3, 4721]",2,14163.0,False,False,2.0,1.0
14173,True,>11011101011101.,[14173],>11011101011101,0,-1.5030391216278076,1,[14173],1,14173.0,True,True,1.0,1.0
14173,True,>11011101011101.,[14173],>11x1001001110111,1,-2.423055648803711,1,"[3, 4727]",2,14181.0,False,False,1.0,0.5
14174,False,>10x10011x101110101.,"[2, 19, 373]",>10x1101110101111,0,-1.4307748079299927,3,"[2, 7087]",2,14174.0,True,False,1.0,0.5
14174,False,>10x10011x101110101.,"[2, 19, 373]",>10x11x100100111001,1,-2.928035020828247,3,"[2, 3, 2361]",3,14166.0,False,False,2.0,0.6666666666666666
14175,False,>11x11x11x11x101x101x111.,"[3, 3, 3, 3, 5, 5, 7]",>11011101011111,0,-1.5006358623504639,7,[14175],1,14175.0,True,False,0.0,0.0
14175,False,>11x11x11x11x101x101x111.,"[3, 3, 3, 3, 5, 5, 7]",>11x1001001110101,1,-2.405071973800659,7,"[3, 4725]",2,14175.0,True,False,1.0,0.5
14178,False,>10x11x10001x10001011.,"[2, 3, 17, 139]",>10x1101110110001,0,-1.4501709938049316,4,"[2, 7089]",2,14178.0,True,False,1.0,0.5
14178,False,>10x11x10001x10001011.,"[2, 3, 17, 139]",>10x11x100100111011,1,-2.3271801471710205,4,"[2, 3, 2363]",3,14178.0,True,False,2.0,0.6666666666666666
14179,False,>1011x10100001001.,"[11, 1289]",>11011101100011,0,-1.5328781604766846,2,[14179],1,14179.0,True,False,0.0,0.0
14179,False,>1011x10100001001.,"[11, 1289]",>11x1001001110101,1,-2.475741386413574,2,"[3, 4725]",2,14175.0,False,False,1.0,0.5
14180,False,>10x10x101x1011000101.,"[2, 2, 5, 709]",>10x10x110111011001,0,-1.4018722772598267,4,"[2, 2, 3545]",3,14180.0,True,False,2.0,0.6666666666666666
14180,False,>10x10x101x1011000101.,"[2, 2, 5, 709]",>10x10x11x10010011111,1,-2.324040412902832,4,"[2, 2, 3, 1183]",4,14196.0,False,False,3.0,0.75
14186,False,>10x101001x10101101.,"[2, 41, 173]",>10x1101110110101,0,-1.4326902627944946,3,"[2, 7093]",2,14186.0,True,False,1.0,0.5
14186,False,>10x101001x10101101.,"[2, 41, 173]",>10x11x100100111111,1,-2.3493313789367676,3,"[2, 3, 2367]",3,14202.0,False,False,2.0,0.6666666666666666
14195,False,>101x10001x10100111.,"[5, 17, 167]",>11011101110011,0,-1.5276727676391602,3,[14195],1,14195.0,True,False,0.0,0.0
14195,False,>101x10001x10100111.,"[5, 17, 167]",>11x1001001111001,1,-2.4015438556671143,3,"[3, 4729]",2,14187.0,False,False,2.0,1.0
14198,False,>10x11111x11100101.,"[2, 31, 229]",>10x1101110111011,0,-1.4310250282287598,3,"[2, 7099]",2,14198.0,True,False,1.0,0.5
14198,False,>10x11111x11100101.,"[2, 31, 229]",>10x11x100100111101,1,-2.4210476875305176,3,"[2, 3, 2365]",3,14190.0,False,False,2.0,0.6666666666666666
14201,False,>1011x10100001011.,"[11, 1291]",>11011101111001,0,-1.528893232345581,2,[14201],1,14201.0,True,False,0.0,0.0
14201,False,>1011x10100001011.,"[11, 1291]",>11x1001001111111,1,-2.616720676422119,2,"[3, 4735]",2,14205.0,False,False,1.0,0.5
14202,False,>10x11x11x11x100000111.,"[2, 3, 3, 3, 263]",>10x1101110111101,0,-1.4127715826034546,5,"[2, 7101]",2,14202.0,True,False,1.0,0.5
14202,False,>10x11x11x11x100000111.,"[2, 3, 3, 3, 263]",>10x11x100100111111,1,-2.302067518234253,5,"[2, 3, 2367]",3,14202.0,True,False,2.0,0.6666666666666666
14207,True,>11011101111111.,[14207],>11011101111111,0,-1.4826562404632568,1,[14207],1,14207.0,True,True,1.0,1.0
14207,True,>11011101111111.,[14207],>11x1001001111101,1,-2.3585572242736816,1,"[3, 4733]",2,14199.0,False,False,2.0,1.0
14213,False,>111101x11101001.,"[61, 233]",>11011110000101,0,-1.548219084739685,2,[14213],1,14213.0,True,False,0.0,0.0
14213,False,>111101x11101001.,"[61, 233]",>11x1001010000011,1,-3.0533595085144043,2,"[3, 4739]",2,14217.0,False,False,1.0,0.5
14216,False,>10x10x10x11011110001.,"[2, 2, 2, 1777]",>10x10x10x11011110001,0,-1.3625880479812622,4,"[2, 2, 2, 1777]",4,14216.0,True,True,4.0,1.0
14216,False,>10x10x10x11011110001.,"[2, 2, 2, 1777]",>10x10x10x11x1001010011,1,-2.1873950958251953,4,"[2, 2, 2, 3, 595]",5,14280.0,False,False,4.0,0.8
14220,False,>10x10x11x11x101x1001111.,"[2, 2, 3, 3, 5, 79]",>10x10x110111100011,0,-1.4273340702056885,6,"[2, 2, 3555]",3,14220.0,True,False,2.0,0.6666666666666666
14220,False,>10x10x11x11x101x1001111.,"[2, 2, 3, 3, 5, 79]",>10x10x11x10010100001,1,-2.251723527908325,6,"[2, 2, 3, 1185]",4,14220.0,True,False,3.0,0.75
14224,False,>10x10x10x10x111x1111111.,"[2, 2, 2, 2, 7, 127]",>10x10x10x10x1101111001,0,-1.2889103889465332,6,"[2, 2, 2, 2, 889]",5,14224.0,True,False,4.0,0.8
14224,False,>10x10x10x10x111x1111111.,"[2, 2, 2, 2, 7, 127]",>10x10x10x10x11x100101011,1,-2.0552847385406494,6,"[2, 2, 2, 2, 3, 299]",6,14352.0,False,False,5.0,0.8333333333333334
14237,False,>10111x1001101011.,"[23, 619]",>11011110011101,0,-1.514992356300354,2,[14237],1,14237.0,True,False,0.0,0.0
14237,False,>10111x1001101011.,"[23, 619]",>11x1001010001011,1,-2.736550807952881,2,"[3, 4747]",2,14241.0,False,False,1.0,0.5
14240,False,>10x10x10x10x10x101x1011001.,"[2, 2, 2, 2, 2, 5, 89]",>10x10x10x10x10x110111101,0,-1.2187762260437012,7,"[2, 2, 2, 2, 2, 445]",6,14240.0,True,False,5.0,0.8333333333333334
14240,False,>10x10x10x10x10x101x1011001.,"[2, 2, 2, 2, 2, 5, 89]",>10x10x10x10x10x11x10010111,1,-1.9607869386672974,7,"[2, 2, 2, 2, 2, 3, 151]",7,14496.0,False,False,7.0,1.0
14242,False,>10x1101111010001.,"[2, 7121]",>10x1101111010001,0,-1.457401990890503,2,"[2, 7121]",2,14242.0,True,True,2.0,1.0
14242,False,>10x1101111010001.,"[2, 7121]",>10x11x100101000111,1,-2.531370162963867,2,"[2, 3, 2375]",3,14250.0,False,False,2.0,0.6666666666666666
14249,True,>11011110101001.,[14249],>11011110101001,0,-1.5424747467041016,1,[14249],1,14249.0,True,True,1.0,1.0
14249,True,>11011110101001.,[14249],>11x1001010001111,1,-2.5701208114624023,1,"[3, 4751]",2,14253.0,False,False,2.0,1.0
14250,False,>10x11x101x101x101x10011.,"[2, 3, 5, 5, 5, 19]",>10x1101111010101,0,-1.440956950187683,6,"[2, 7125]",2,14250.0,True,False,1.0,0.5
14250,False,>10x11x101x101x101x10011.,"[2, 3, 5, 5, 5, 19]",>10x11x100101000111,1,-2.3380491733551025,6,"[2, 3, 2375]",3,14250.0,True,False,2.0,0.6666666666666666
14256,False,>10x10x10x10x11x11x11x11x1011.,"[2, 2, 2, 2, 3, 3, 3, 3, 11]",>10x10x10x10x1101111011,0,-1.27955961227417,9,"[2, 2, 2, 2, 891]",5,14256.0,True,False,4.0,0.8
14256,False,>10x10x10x10x11x11x11x11x1011.,"[2, 2, 2, 2, 3, 3, 3, 3, 11]",>10x10x10x10x11x100101001,1,-2.016632318496704,9,"[2, 2, 2, 2, 3, 297]",6,14256.0,True,False,5.0,0.8333333333333334
14260,False,>10x10x101x10111x11111.,"[2, 2, 5, 23, 31]",>10x10x110111101101,0,-1.3960686922073364,5,"[2, 2, 3565]",3,14260.0,True,False,2.0,0.6666666666666666
14260,False,>10x10x101x10111x11111.,"[2, 2, 5, 23, 31]",>10x10x11x10010100111,1,-2.2634756565093994,5,"[2, 2, 3, 1191]",4,14292.0,False,False,3.0,0.75
14266,False,>10x111x1111111011.,"[2, 7, 1019]",>10x1101111011101,0,-1.4234014749526978,3,"[2, 7133]",2,14266.0,True,False,1.0,0.5
14266,False,>10x111x1111111011.,"[2, 7, 1019]",>10x11x100101001011,1,-2.6844465732574463,3,"[2, 3, 2379]",3,14274.0,False,False,2.0,0.6666666666666666
14274,False,>10x11x11x1101x111101.,"[2, 3, 3, 13, 61]",>10x1101111100001,0,-1.4568994045257568,5,"[2, 7137]",2,14274.0,True,False,1.0,0.5
14274,False,>10x11x11x1101x111101.,"[2, 3, 3, 13, 61]",>10x11x100101001011,1,-2.341172695159912,5,"[2, 3, 2379]",3,14274.0,True,False,2.0,0.6666666666666666
14285,False,>101x101100101001.,"[5, 2857]",>11011111001101,0,-1.5245646238327026,2,[14285],1,14285.0,True,False,0.0,0.0
14285,False,>101x101100101001.,"[5, 2857]",>11x1001010011011,1,-2.5615530014038086,2,"[3, 4763]",2,14289.0,False,False,1.0,0.5
14290,False,>10x101x10110010101.,"[2, 5, 1429]",>10x1101111101001,0,-1.4408026933670044,3,"[2, 7145]",2,14290.0,True,False,1.0,0.5
14290,False,>10x101x10110010101.,"[2, 5, 1429]",>10x11x100101001111,1,-2.3730688095092773,3,"[2, 3, 2383]",3,14298.0,False,False,3.0,1.0
14291,False,>11111x111001101.,"[31, 461]",>11011111010011,0,-1.5255472660064697,2,[14291],1,14291.0,True,False,0.0,0.0
14291,False,>11111x111001101.,"[31, 461]",>11x1001010011001,1,-2.3934860229492188,2,"[3, 4761]",2,14283.0,False,False,1.0,0.5
14292,False,>10x10x11x11x110001101.,"[2, 2, 3, 3, 397]",>10x10x110111110101,0,-1.3977642059326172,5,"[2, 2, 3573]",3,14292.0,True,False,2.0,0.6666666666666666
14292,False,>10x10x11x11x110001101.,"[2, 2, 3, 3, 397]",>10x10x11x10010100111,1,-2.2531378269195557,5,"[2, 2, 3, 1191]",4,14292.0,True,False,3.0,0.75
14296,False,>10x10x10x11011111011.,"[2, 2, 2, 1787]",>10x10x10x11011111011,0,-1.348312497138977,4,"[2, 2, 2, 1787]",4,14296.0,True,True,4.0,1.0
14296,False,>10x10x10x11011111011.,"[2, 2, 2, 1787]",>10x10x10x11x1001010001,1,-2.156464099884033,4,"[2, 2, 2, 3, 593]",5,14232.0,False,False,5.0,1.0
14300,False,>10x10x101x101x1011x1101.,"[2, 2, 5, 5, 11, 13]",>10x10x110111110111,0,-1.4027754068374634,6,"[2, 2, 3575]",3,14300.0,True,False,2.0,0.6666666666666666
14300,False,>10x10x101x101x1011x1101.,"[2, 2, 5, 5, 11, 13]",>10x10x11x10010100101,1,-2.233670949935913,6,"[2, 2, 3, 1189]",4,14268.0,False,False,3.0,0.75
14302,False,>10x1101111101111.,"[2, 7151]",>10x1101111101111,0,-1.4293110370635986,2,"[2, 7151]",2,14302.0,True,True,2.0,1.0
14302,False,>10x1101111101111.,"[2, 7151]",>10x11x100101001101,1,-2.299448251724243,2,"[2, 3, 2381]",3,14286.0,False,False,3.0,1.0
14304,False,>10x10x10x10x10x11x10010101.,"[2, 2, 2, 2, 2, 3, 149]",>10x10x10x10x10x110111111,0,-1.2059136629104614,7,"[2, 2, 2, 2, 2, 447]",6,14304.0,True,False,5.0,0.8333333333333334
14304,False,>10x10x10x10x10x11x10010101.,"[2, 2, 2, 2, 2, 3, 149]",>10x10x10x10x10x11x10010101,1,-1.9035797119140625,7,"[2, 2, 2, 2, 2, 3, 149]",7,14304.0,True,True,7.0,1.0
14310,False,>10x11x11x11x101x110101.,"[2, 3, 3, 3, 5, 53]",>10x1101111110011,0,-1.4435709714889526,6,"[2, 7155]",2,14310.0,True,False,1.0,0.5
14310,False,>10x11x11x11x101x110101.,"[2, 3, 3, 3, 5, 53]",>10x11x100101010001,1,-2.2972240447998047,6,"[2, 3, 2385]",3,14310.0,True,False,2.0,0.6666666666666666
14317,False,>1100111x10001011.,"[103, 139]",>11011111101101,0,-1.5102012157440186,2,[14317],1,14317.0,True,False,0.0,0.0
14317,False,>1100111x10001011.,"[103, 139]",>11x1001010100111,1,-2.3795573711395264,2,"[3, 4775]",2,14325.0,False,False,1.0,0.5
14327,True,>11011111110111.,[14327],>11011111110111,0,-1.5156142711639404,1,[14327],1,14327.0,True,True,1.0,1.0
14327,True,>11011111110111.,[14327],>11x1001010100101,1,-2.3712170124053955,1,"[3, 4773]",2,14319.0,False,False,1.0,0.5
14328,False,>10x10x10x11x11x11000111.,"[2, 2, 2, 3, 3, 199]",>10x10x10x11011111111,0,-1.3166531324386597,6,"[2, 2, 2, 1791]",4,14328.0,True,False,3.0,0.75
14328,False,>10x10x10x11x11x11000111.,"[2, 2, 2, 3, 3, 199]",>10x10x10x11x1001010101,1,-2.1106674671173096,6,"[2, 2, 2, 3, 597]",5,14328.0,True,False,4.0,0.8
14333,False,>1011x10100010111.,"[11, 1303]",>11011111111101,0,-1.4706355333328247,2,[14333],1,14333.0,True,False,0.0,0.0
14333,False,>1011x10100010111.,"[11, 1303]",>11x1001010101011,1,-2.6389386653900146,2,"[3, 4779]",2,14337.0,False,False,1.0,0.5
14338,False,>10x1000011x1101011.,"[2, 67, 107]",>10x1110000000001,0,-1.4165774583816528,3,"[2, 7169]",2,14338.0,True,False,1.0,0.5
14338,False,>10x1000011x1101011.,"[2, 67, 107]",>10x11x100101010111,1,-2.581271171569824,3,"[2, 3, 2391]",3,14346.0,False,False,2.0,0.6666666666666666
14351,False,>1110001x1111111.,"[113, 127]",>11100000001111,0,-1.4226927757263184,2,[14351],1,14351.0,True,False,0.0,0.0
14351,False,>1110001x1111111.,"[113, 127]",>11x1001010101101,1,-2.6757755279541016,2,"[3, 4781]",2,14343.0,False,False,1.0,0.5
14363,False,>110101x100001111.,"[53, 271]",>11100000011011,0,-1.420665979385376,2,[14363],1,14363.0,True,False,0.0,0.0
14363,False,>110101x100001111.,"[53, 271]",>11x1001010110001,1,-2.7541420459747314,2,"[3, 4785]",2,14355.0,False,False,1.0,0.5
14393,False,>100101x110000101.,"[37, 389]",>11100000111001,0,-1.4226903915405273,2,[14393],1,14393.0,True,False,0.0,0.0
14393,False,>100101x110000101.,"[37, 389]",>11x1001010111111,1,-2.768657922744751,2,"[3, 4799]",2,14397.0,False,False,2.0,1.0
14394,False,>10x11x100101011111.,"[2, 3, 2399]",>10x1110000011101,0,-1.379453182220459,3,"[2, 7197]",2,14394.0,True,False,1.0,0.5
14394,False,>10x11x100101011111.,"[2, 3, 2399]",>10x11x100101011111,1,-2.45401930809021,3,"[2, 3, 2399]",3,14394.0,True,True,3.0,1.0
14403,False,>11x1001011000001.,"[3, 4801]",>11100001000011,0,-1.4303686618804932,2,[14403],1,14403.0,True,False,0.0,0.0
14403,False,>11x1001011000001.,"[3, 4801]",>11x1001011000001,1,-2.6620943546295166,2,"[3, 4801]",2,14403.0,True,True,2.0,1.0
14407,True,>11100001000111.,[14407],>11100001000111,0,-1.4272913932800293,1,[14407],1,14407.0,True,True,1.0,1.0
14407,True,>11100001000111.,[14407],>11x1001011000001,1,-2.685408592224121,1,"[3, 4801]",2,14403.0,False,False,2.0,1.0
14412,False,>10x10x11x10010110001.,"[2, 2, 3, 1201]",>10x10x111000010011,0,-1.3343021869659424,4,"[2, 2, 3603]",3,14412.0,True,False,2.0,0.6666666666666666
14412,False,>10x10x11x10010110001.,"[2, 2, 3, 1201]",>10x10x11x10010110001,1,-2.4180798530578613,4,"[2, 2, 3, 1201]",4,14412.0,True,True,4.0,1.0
14422,False,>10x1110000101011.,"[2, 7211]",>10x1110000101011,0,-1.3914799690246582,2,"[2, 7211]",2,14422.0,True,True,2.0,1.0
14422,False,>10x1110000101011.,"[2, 7211]",>10x11x100101100001,1,-2.552258253097534,2,"[2, 3, 2401]",3,14406.0,False,False,2.0,0.6666666666666666
14428,False,>10x10x111000010111.,"[2, 2, 3607]",>10x10x111000010111,0,-1.3284589052200317,3,"[2, 2, 3607]",3,14428.0,True,True,3.0,1.0
14428,False,>10x10x111000010111.,"[2, 2, 3607]",>10x10x11x10010110001,1,-2.4503796100616455,3,"[2, 2, 3, 1201]",4,14412.0,False,False,4.0,1.0
14440,False,>10x10x10x101x10011x10011.,"[2, 2, 2, 5, 19, 19]",>10x10x10x11100001101,0,-1.263435959815979,6,"[2, 2, 2, 1805]",4,14440.0,True,False,3.0,0.75
14440,False,>10x10x10x101x10011x10011.,"[2, 2, 2, 5, 19, 19]",>10x10x10x11x1001011011,1,-2.3647403717041016,6,"[2, 2, 2, 3, 603]",5,14472.0,False,False,4.0,0.8
14450,False,>10x101x101x10001x10001.,"[2, 5, 5, 17, 17]",>10x1110000111001,0,-1.3929619789123535,5,"[2, 7225]",2,14450.0,True,False,1.0,0.5
14450,False,>10x101x101x10001x10001.,"[2, 5, 5, 17, 17]",>10x11x100101101011,1,-2.5878188610076904,5,"[2, 3, 2411]",3,14466.0,False,False,3.0,1.0
14453,False,>1100001x10010101.,"[97, 149]",>11100001110101,0,-1.420875906944275,2,[14453],1,14453.0,True,False,0.0,0.0
