target_num,target_is_prime,target_str_full,target_factor_list,pred_str_full,pred_str,beam_idx,log_prob,n_target_factors,n_target_zeros,n_target_ones,pct_target_ones,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred,seq_dist_binary,seq_dist_lev
912,False,10x10x10x10x11x10011.___________________________________________________,"[2, 2, 2, 2, 3, 19]",10x10x10x10x10x111001.__________________________________________________,10x10x10x10x10x111001,0,-2.7229511737823486,6,6,9,0.6,"[2, 2, 2, 2, 2, 57]",6,1824,False,False,5.0,0.8333333333333334,0.09722222222222221,5
912,False,10x10x10x10x11x10011.___________________________________________________,"[2, 2, 2, 2, 3, 19]",10x10x10x10x10x10x11x101._______________________________________________,10x10x10x10x10x10x11x101,1,-4.77314567565918,6,6,9,0.6,"[2, 2, 2, 2, 2, 2, 3, 5]",8,960,False,False,8.0,1.0,0.09722222222222221,7
914,False,10x111001001.___________________________________________________________,"[2, 457]",10x111001001.___________________________________________________________,10x111001001,0,-1.5554713010787964,2,5,6,0.5454545454545454,"[2, 457]",2,914,True,True,2.0,1.0,0.0,0
914,False,10x111001001.___________________________________________________________,"[2, 457]",10x11x100110001.________________________________________________________,10x11x100110001,1,-2.5565176010131836,2,5,6,0.5454545454545454,"[2, 3, 305]",3,1830,False,False,2.0,0.6666666666666666,0.13888888888888884,6
916,False,10x10x11100101._________________________________________________________,"[2, 2, 229]",10x10x10x11100101.______________________________________________________,10x10x10x11100101,0,-2.0707550048828125,3,5,7,0.5833333333333334,"[2, 2, 2, 229]",4,1832,False,False,4.0,1.0,0.125,6
916,False,10x10x11100101._________________________________________________________,"[2, 2, 229]",10x10x10x11x1001101.____________________________________________________,10x10x10x11x1001101,1,-3.432173490524292,3,5,7,0.5833333333333334,"[2, 2, 2, 3, 77]",5,1848,False,False,4.0,0.8,0.18055555555555558,10
925,False,101x101x100101._________________________________________________________,"[5, 5, 37]",1110011101._____________________________________________________________,1110011101,0,-1.4664568901062012,3,5,7,0.5833333333333334,[925],1,925,True,False,0.0,0.0,0.16666666666666663,10
925,False,101x101x100101._________________________________________________________,"[5, 5, 37]",11x1001101001.__________________________________________________________,11x1001101001,1,-2.4702882766723633,3,5,7,0.5833333333333334,"[3, 617]",2,1851,False,False,2.0,1.0,0.1527777777777778,6
927,False,11x11x1100111.__________________________________________________________,"[3, 3, 103]",1110011111._____________________________________________________________,1110011111,0,-1.644707441329956,3,2,9,0.8181818181818182,[927],1,927,True,False,0.0,0.0,0.13888888888888884,8
927,False,11x11x1100111.__________________________________________________________,"[3, 3, 103]",11x100110101.___________________________________________________________,11x100110101,1,-2.4800009727478027,3,2,9,0.8181818181818182,"[3, 309]",2,927,True,False,1.0,0.5,0.08333333333333337,5
932,False,10x10x11101001._________________________________________________________,"[2, 2, 233]",10x10x10x1110101._______________________________________________________,10x10x10x1110101,0,-2.320277690887451,3,5,7,0.5833333333333334,"[2, 2, 2, 117]",4,936,False,False,3.0,0.75,0.09722222222222221,6
932,False,10x10x11101001._________________________________________________________,"[2, 2, 233]",10x10x10x11x1001101.____________________________________________________,10x10x10x11x1001101,1,-3.384361982345581,3,5,7,0.5833333333333334,"[2, 2, 2, 3, 77]",5,1848,False,False,4.0,0.8,0.16666666666666663,9
937,True,1110101001._____________________________________________________________,[937],1110101001._____________________________________________________________,1110101001,0,-1.5172287225723267,1,4,6,0.6,[937],1,937,True,True,1.0,1.0,0.0,0
937,True,1110101001._____________________________________________________________,[937],11x1001110001.__________________________________________________________,11x1001110001,1,-2.5101497173309326,1,4,6,0.6,"[3, 625]",2,1875,False,False,1.0,0.5,0.13888888888888884,7
941,True,1110101101._____________________________________________________________,[941],1110101101._____________________________________________________________,1110101101,0,-1.4438925981521606,1,3,7,0.7,[941],1,941,True,True,1.0,1.0,0.0,0
941,True,1110101101._____________________________________________________________,[941],11x100111001.___________________________________________________________,11x100111001,1,-2.565464735031128,1,3,7,0.7,"[3, 313]",2,939,False,False,2.0,1.0,0.11111111111111116,6
951,False,11x100111101.___________________________________________________________,"[3, 317]",1110110111._____________________________________________________________,1110110111,0,-1.8155138492584229,2,3,8,0.7272727272727273,[951],1,951,True,False,0.0,0.0,0.11111111111111116,6
951,False,11x100111101.___________________________________________________________,"[3, 317]",11x100111101.___________________________________________________________,11x100111101,1,-2.5324535369873047,2,3,8,0.7272727272727273,"[3, 317]",2,951,True,True,2.0,1.0,0.0,0
953,True,1110111001._____________________________________________________________,[953],1110111001._____________________________________________________________,1110111001,0,-1.533333420753479,1,3,7,0.7,[953],1,953,True,True,1.0,1.0,0.0,0
953,True,1110111001._____________________________________________________________,[953],11x100111101.___________________________________________________________,11x100111101,1,-2.6213841438293457,1,3,7,0.7,"[3, 317]",2,951,False,False,2.0,1.0,0.125,5
960,False,10x10x10x10x10x10x11x101._______________________________________________,"[2, 2, 2, 2, 2, 2, 3, 5]",10x10x10x10x10x10x10x111._______________________________________________,10x10x10x10x10x10x10x111,0,-3.685429573059082,8,7,10,0.5882352941176471,"[2, 2, 2, 2, 2, 2, 2, 7]",8,896,False,False,8.0,1.0,0.02777777777777779,2
960,False,10x10x10x10x10x10x11x101._______________________________________________,"[2, 2, 2, 2, 2, 2, 3, 5]",10x10x10x10x10x10x10x11x111.____________________________________________,10x10x10x10x10x10x10x11x111,1,-4.531821250915527,8,7,10,0.5882352941176471,"[2, 2, 2, 2, 2, 2, 2, 3, 7]",9,2688,False,False,9.0,1.0,0.09722222222222221,7
961,False,11111x11111.____________________________________________________________,"[31, 31]",1111000001._____________________________________________________________,1111000001,0,-1.4262374639511108,2,0,10,1.0,[961],1,961,True,False,0.0,0.0,0.09722222222222221,7
961,False,11111x11111.____________________________________________________________,"[31, 31]",11x11x11x11x11x11.______________________________________________________,11x11x11x11x11x11,1,-5.477781295776367,2,0,10,1.0,"[3, 3, 3, 3, 3, 3]",6,729,False,False,6.0,1.0,0.125,9
971,True,1111001011._____________________________________________________________,[971],1111001011._____________________________________________________________,1111001011,0,-1.4373456239700317,1,3,7,0.7,[971],1,971,True,True,1.0,1.0,0.0,0
971,True,1111001011._____________________________________________________________,[971],11x11x110101.___________________________________________________________,11x11x110101,1,-3.8239471912384033,1,3,7,0.7,"[3, 3, 53]",3,477,False,False,3.0,1.0,0.11111111111111116,6
974,False,10x111100111.___________________________________________________________,"[2, 487]",10x111100111.___________________________________________________________,10x111100111,0,-1.8081376552581787,2,3,8,0.7272727272727273,"[2, 487]",2,974,True,True,2.0,1.0,0.0,0
974,False,10x111100111.___________________________________________________________,"[2, 487]",10x1111001111.__________________________________________________________,10x1111001111,1,-2.732414722442627,2,3,8,0.7272727272727273,"[2, 975]",2,1950,False,False,1.0,0.5,0.02777777777777779,2
976,False,10x10x10x10x111101._____________________________________________________,"[2, 2, 2, 2, 61]",10x10x10x10x10x111101.__________________________________________________,10x10x10x10x10x111101,0,-2.497500419616699,5,5,9,0.6428571428571429,"[2, 2, 2, 2, 2, 61]",6,1952,False,False,6.0,1.0,0.09722222222222221,6
976,False,10x10x10x10x111101._____________________________________________________,"[2, 2, 2, 2, 61]",10x10x10x10x10x10x1111._________________________________________________,10x10x10x10x10x10x1111,1,-3.719939708709717,5,5,9,0.6428571428571429,"[2, 2, 2, 2, 2, 2, 15]",7,960,False,False,6.0,0.8571428571428571,0.11111111111111116,8
982,False,10x111101011.___________________________________________________________,"[2, 491]",10x111101011.___________________________________________________________,10x111101011,0,-1.525221347808838,2,3,8,0.7272727272727273,"[2, 491]",2,982,True,True,2.0,1.0,0.0,0
982,False,10x111101011.___________________________________________________________,"[2, 491]",10x11x11x11x10011.______________________________________________________,10x11x11x11x10011,1,-5.15137243270874,2,3,8,0.7272727272727273,"[2, 3, 3, 3, 19]",5,1026,False,False,5.0,1.0,0.1527777777777778,10
983,True,1111010111._____________________________________________________________,[983],1111010111._____________________________________________________________,1111010111,0,-1.5131393671035767,1,2,8,0.8,[983],1,983,True,True,1.0,1.0,0.0,0
983,True,1111010111._____________________________________________________________,[983],11x11x1101101.__________________________________________________________,11x11x1101101,1,-3.4592278003692627,1,2,8,0.8,"[3, 3, 109]",3,981,False,False,3.0,1.0,0.125,7
986,False,10x10001x11101._________________________________________________________,"[2, 17, 29]",10x111101101.___________________________________________________________,10x111101101,0,-1.5258253812789917,3,5,7,0.5833333333333334,"[2, 493]",2,986,True,False,1.0,0.5,0.125,7
986,False,10x10001x11101._________________________________________________________,"[2, 17, 29]",10x11x11x11x10011.______________________________________________________,10x11x11x11x10011,1,-5.190467834472656,3,5,7,0.5833333333333334,"[2, 3, 3, 3, 19]",5,1026,False,False,5.0,1.0,0.13888888888888884,9
988,False,10x10x1101x10011._______________________________________________________,"[2, 2, 13, 19]",10x10x10x1111011._______________________________________________________,10x10x10x1111011,0,-2.0520455837249756,4,5,8,0.6153846153846154,"[2, 2, 2, 123]",4,984,False,False,3.0,0.75,0.05555555555555558,4
988,False,10x10x1101x10011._______________________________________________________,"[2, 2, 13, 19]",10x10x10x11x11x11x11.___________________________________________________,10x10x10x11x11x11x11,1,-4.869572639465332,4,5,8,0.6153846153846154,"[2, 2, 2, 3, 3, 3, 3]",7,648,False,False,7.0,1.0,0.16666666666666663,10
989,False,10111x101011.___________________________________________________________,"[23, 43]",1111011101._____________________________________________________________,1111011101,0,-1.4348692893981934,2,3,8,0.7272727272727273,[989],1,989,True,False,0.0,0.0,0.125,6
989,False,10111x101011.___________________________________________________________,"[23, 43]",11x11x11x11x11x11.______________________________________________________,11x11x11x11x11x11,1,-5.936570644378662,2,3,8,0.7272727272727273,"[3, 3, 3, 3, 3, 3]",6,729,False,False,6.0,1.0,0.16666666666666663,11
999,False,11x11x11x100101.________________________________________________________,"[3, 3, 3, 37]",11111001111.____________________________________________________________,11111001111,0,-2.099058151245117,4,3,9,0.75,[1999],1,1999,False,False,1.0,1.0,0.13888888888888884,10
999,False,11x11x11x100101.________________________________________________________,"[3, 3, 3, 37]",1111100111._____________________________________________________________,1111100111,1,-2.1330432891845703,4,3,9,0.75,[999],1,999,True,False,0.0,0.0,0.13888888888888884,10
1007,False,10011x110101.___________________________________________________________,"[19, 53]",1111101111._____________________________________________________________,1111101111,0,-1.5096899271011353,2,4,7,0.6363636363636364,[1007],1,1007,True,False,0.0,0.0,0.09722222222222221,7
1007,False,10011x110101.___________________________________________________________,"[19, 53]",11x11x11x11x11x11.______________________________________________________,11x11x11x11x11x11,1,-5.7937235832214355,2,4,7,0.6363636363636364,"[3, 3, 3, 3, 3, 3]",6,729,False,False,6.0,1.0,0.1527777777777778,11
1011,False,11x101010001.___________________________________________________________,"[3, 337]",1111110011._____________________________________________________________,1111110011,0,-1.665521502494812,2,5,6,0.5454545454545454,[1011],1,1011,True,False,0.0,0.0,0.11111111111111116,6
1011,False,11x101010001.___________________________________________________________,"[3, 337]",11111100111.____________________________________________________________,11111100111,1,-3.3058300018310547,2,5,6,0.5454545454545454,[2023],1,2023,False,False,0.0,0.0,0.11111111111111116,6
1025,False,101x101x101001._________________________________________________________,"[5, 5, 41]",10000000001.____________________________________________________________,10000000001,0,-1.6953014135360718,3,5,7,0.5833333333333334,[1025],1,1025,True,False,0.0,0.0,0.13888888888888884,10
1025,False,101x101x101001._________________________________________________________,"[5, 5, 41]",11x11x11x100101.________________________________________________________,11x11x11x100101,1,-5.552738189697266,3,5,7,0.5833333333333334,"[3, 3, 3, 37]",4,999,False,False,4.0,1.0,0.16666666666666663,7
1027,False,1101x1001111.___________________________________________________________,"[13, 79]",10000000011.____________________________________________________________,10000000011,0,-1.735023856163025,2,3,8,0.7272727272727273,[1027],1,1027,True,False,0.0,0.0,0.09722222222222221,7
1027,False,1101x1001111.___________________________________________________________,"[13, 79]",11x11x1110011.__________________________________________________________,11x11x1110011,1,-4.015604496002197,2,3,8,0.7272727272727273,"[3, 3, 115]",3,1035,False,False,2.0,0.6666666666666666,0.125,7
1030,False,10x101x1100111._________________________________________________________,"[2, 5, 103]",10x1000000011.__________________________________________________________,10x1000000011,0,-1.7584342956542969,3,4,8,0.6666666666666666,"[2, 515]",2,1030,True,False,1.0,0.5,0.08333333333333337,6
1030,False,10x101x1100111._________________________________________________________,"[2, 5, 103]",10x10000000111._________________________________________________________,10x10000000111,1,-3.1992764472961426,3,4,8,0.6666666666666666,"[2, 1031]",2,2062,False,False,2.0,1.0,0.05555555555555558,4
1034,False,10x1011x101111._________________________________________________________,"[2, 11, 47]",10x1000000101.__________________________________________________________,10x1000000101,0,-1.606395959854126,3,3,9,0.75,"[2, 517]",2,1034,True,False,1.0,0.5,0.09722222222222221,7
1034,False,10x1011x101111._________________________________________________________,"[2, 11, 47]",10x11x101011001.________________________________________________________,10x11x101011001,1,-2.31243896484375,3,3,9,0.75,"[2, 3, 345]",3,2070,False,False,2.0,0.6666666666666666,0.09722222222222221,6
1035,False,11x11x101x10111.________________________________________________________,"[3, 3, 5, 23]",10000001011.____________________________________________________________,10000001011,0,-1.6430299282073975,4,2,10,0.8333333333333334,[1035],1,1035,True,False,0.0,0.0,0.19444444444444442,12
1035,False,11x11x101x10111.________________________________________________________,"[3, 3, 5, 23]",11x11x1110101.__________________________________________________________,11x11x1110101,1,-4.668701648712158,4,2,10,0.8333333333333334,"[3, 3, 117]",3,1053,False,False,2.0,0.6666666666666666,0.06944444444444442,5
1049,True,10000011001.____________________________________________________________,[1049],10000011001.____________________________________________________________,10000011001,0,-1.6296075582504272,1,7,4,0.36363636363636365,[1049],1,1049,True,True,1.0,1.0,0.0,0
1049,True,10000011001.____________________________________________________________,[1049],11x11x11101001._________________________________________________________,11x11x11101001,1,-3.9401516914367676,1,7,4,0.36363636363636365,"[3, 3, 233]",3,2097,False,False,3.0,1.0,0.13888888888888884,10
1051,True,10000011011.____________________________________________________________,[1051],10000011011.____________________________________________________________,10000011011,0,-1.644677996635437,1,6,5,0.45454545454545453,[1051],1,1051,True,True,1.0,1.0,0.0,0
1051,True,10000011011.____________________________________________________________,[1051],11x11x1110101.__________________________________________________________,11x11x1110101,1,-4.251704216003418,1,6,5,0.45454545454545453,"[3, 3, 117]",3,1053,False,False,2.0,0.6666666666666666,0.13888888888888884,9
1056,False,10x10x10x10x10x11x1011._________________________________________________,"[2, 2, 2, 2, 2, 3, 11]",10x10x10x10x10x10x11x101._______________________________________________,10x10x10x10x10x10x11x101,0,-3.975534439086914,7,6,10,0.625,"[2, 2, 2, 2, 2, 2, 3, 5]",8,960,False,False,8.0,1.0,0.08333333333333337,6
1056,False,10x10x10x10x10x11x1011._________________________________________________,"[2, 2, 2, 2, 2, 3, 11]",10x10x10x10x10x10x10x11x11._____________________________________________,10x10x10x10x10x10x10x11x11,1,-4.466052532196045,7,6,10,0.625,"[2, 2, 2, 2, 2, 2, 2, 3, 3]",9,1152,False,False,9.0,1.0,0.09722222222222221,7
1069,True,10000101101.____________________________________________________________,[1069],10000101101.____________________________________________________________,10000101101,0,-1.62088143825531,1,6,5,0.45454545454545453,[1069],1,1069,True,True,1.0,1.0,0.0,0
1069,True,10000101101.____________________________________________________________,[1069],11x11x1110111.__________________________________________________________,11x11x1110111,1,-3.7415030002593994,1,6,5,0.45454545454545453,"[3, 3, 119]",3,1071,False,False,2.0,0.6666666666666666,0.125,9
1070,False,10x101x1101011._________________________________________________________,"[2, 5, 107]",10x10000101111._________________________________________________________,10x10000101111,0,-1.7264134883880615,3,4,8,0.6666666666666666,"[2, 1071]",2,2142,False,False,1.0,0.5,0.05555555555555558,4
1070,False,10x101x1101011._________________________________________________________,"[2, 5, 107]",10x11x101100101.________________________________________________________,10x11x101100101,1,-2.223945379257202,3,4,8,0.6666666666666666,"[2, 3, 357]",3,2142,False,False,2.0,0.6666666666666666,0.125,6
1073,False,11101x100101.___________________________________________________________,"[29, 37]",10000110001.____________________________________________________________,10000110001,0,-1.6313016414642334,2,4,7,0.6363636363636364,[1073],1,1073,True,False,0.0,0.0,0.11111111111111116,6
1073,False,11101x100101.___________________________________________________________,"[29, 37]",11x11x1110111.__________________________________________________________,11x11x1110111,1,-4.061191082000732,2,4,7,0.6363636363636364,"[3, 3, 119]",3,1071,False,False,2.0,0.6666666666666666,0.11111111111111116,6
1079,False,1101x1010011.___________________________________________________________,"[13, 83]",10000110111.____________________________________________________________,10000110111,0,-1.7863811254501343,2,4,7,0.6363636363636364,[1079],1,1079,True,False,0.0,0.0,0.125,6
1079,False,1101x1010011.___________________________________________________________,"[13, 83]",100001101111.___________________________________________________________,100001101111,1,-3.5046911239624023,2,4,7,0.6363636363636364,[2159],1,2159,False,False,0.0,0.0,0.09722222222222221,6
1085,False,101x111x11111.__________________________________________________________,"[5, 7, 31]",10000111101.____________________________________________________________,10000111101,0,-1.6585148572921753,3,1,10,0.9090909090909091,[1085],1,1085,True,False,0.0,0.0,0.11111111111111116,8
1085,False,101x111x11111.__________________________________________________________,"[5, 7, 31]",11x11x1110111.__________________________________________________________,11x11x1110111,1,-4.8852925300598145,3,1,10,0.9090909090909091,"[3, 3, 119]",3,1071,False,False,2.0,0.6666666666666666,0.08333333333333337,4
1086,False,10x11x10110101._________________________________________________________,"[2, 3, 181]",10x10000111111._________________________________________________________,10x10000111111,0,-1.6349798440933228,3,4,8,0.6666666666666666,"[2, 1087]",2,2174,False,False,2.0,1.0,0.06944444444444442,5
1086,False,10x11x10110101._________________________________________________________,"[2, 3, 181]",10x1000011111.__________________________________________________________,10x1000011111,1,-3.978602170944214,3,4,8,0.6666666666666666,"[2, 543]",2,1086,True,False,1.0,0.5,0.09722222222222221,6
1090,False,10x101x1101101._________________________________________________________,"[2, 5, 109]",10x1000100001.__________________________________________________________,10x1000100001,0,-1.6654629707336426,3,4,8,0.6666666666666666,"[2, 545]",2,1090,True,False,1.0,0.5,0.11111111111111116,6
1090,False,10x101x1101101._________________________________________________________,"[2, 5, 109]",10x11x11x111101.________________________________________________________,10x11x11x111101,1,-4.063884735107422,3,4,8,0.6666666666666666,"[2, 3, 3, 61]",4,1098,False,False,4.0,1.0,0.125,5
1095,False,11x101x1001001._________________________________________________________,"[3, 5, 73]",100010001111.___________________________________________________________,100010001111,0,-1.9538508653640747,3,5,7,0.5833333333333334,[2191],1,2191,False,False,0.0,0.0,0.18055555555555558,9
1095,False,11x101x1001001._________________________________________________________,"[3, 5, 73]",10001000111.____________________________________________________________,10001000111,1,-2.847886085510254,3,5,7,0.5833333333333334,[1095],1,1095,True,False,0.0,0.0,0.18055555555555558,10
1099,False,111x10011101.___________________________________________________________,"[7, 157]",10001001011.____________________________________________________________,10001001011,0,-1.6239241361618042,2,3,8,0.7272727272727273,[1099],1,1099,True,False,0.0,0.0,0.09722222222222221,6
1099,False,111x10011101.___________________________________________________________,"[7, 157]",11x11x1111011.__________________________________________________________,11x11x1111011,1,-4.089710712432861,2,3,8,0.7272727272727273,"[3, 3, 123]",3,1107,False,False,2.0,0.6666666666666666,0.08333333333333337,6
1103,True,10001001111.____________________________________________________________,[1103],10001001111.____________________________________________________________,10001001111,0,-1.6655207872390747,1,5,6,0.5454545454545454,[1103],1,1103,True,True,1.0,1.0,0.0,0
1103,True,10001001111.____________________________________________________________,[1103],11x11x1111011.__________________________________________________________,11x11x1111011,1,-3.614877462387085,1,5,6,0.5454545454545454,"[3, 3, 123]",3,1107,False,False,2.0,0.6666666666666666,0.125,9
1105,False,101x1101x10001._________________________________________________________,"[5, 13, 17]",10001010001.____________________________________________________________,10001010001,0,-1.6225390434265137,3,5,7,0.5833333333333334,[1105],1,1105,True,False,0.0,0.0,0.16666666666666663,8
1105,False,101x1101x10001._________________________________________________________,"[5, 13, 17]",11x11x1111011.__________________________________________________________,11x11x1111011,1,-3.5190110206604004,3,5,7,0.5833333333333334,"[3, 3, 123]",3,1107,False,False,2.0,0.6666666666666666,0.13888888888888884,6
1106,False,10x111x1001111._________________________________________________________,"[2, 7, 79]",10x1000101001.__________________________________________________________,10x1000101001,0,-1.6589492559432983,3,3,9,0.75,"[2, 553]",2,1106,True,False,1.0,0.5,0.11111111111111116,7
1106,False,10x111x1001111._________________________________________________________,"[2, 7, 79]",10x11x11x111101.________________________________________________________,10x11x11x111101,1,-3.632805347442627,3,3,9,0.75,"[2, 3, 3, 61]",4,1098,False,False,4.0,1.0,0.09722222222222221,6
1120,False,10x10x10x10x10x101x111._________________________________________________,"[2, 2, 2, 2, 2, 5, 7]",10x10x10x10x10x10x100011._______________________________________________,10x10x10x10x10x10x100011,0,-3.6220006942749023,7,6,10,0.625,"[2, 2, 2, 2, 2, 2, 35]",7,2240,False,False,6.0,0.8571428571428571,0.11111111111111116,6
1120,False,10x10x10x10x10x101x111._________________________________________________,"[2, 2, 2, 2, 2, 5, 7]",10x10x10x10x10x10x10001.________________________________________________,10x10x10x10x10x10x10001,1,-3.7188451290130615,7,6,10,0.625,"[2, 2, 2, 2, 2, 2, 17]",7,1088,False,False,7.0,1.0,0.09722222222222221,5
1121,False,10011x111011.___________________________________________________________,"[19, 59]",10001100001.____________________________________________________________,10001100001,0,-1.598571538925171,2,3,8,0.7272727272727273,[1121],1,1121,True,False,0.0,0.0,0.09722222222222221,6
1121,False,10011x111011.___________________________________________________________,"[19, 59]",11x11x1111101.__________________________________________________________,11x11x1111101,1,-3.7038309574127197,2,3,8,0.7272727272727273,"[3, 3, 125]",3,1125,False,False,2.0,0.6666666666666666,0.08333333333333337,5
1123,True,10001100011.____________________________________________________________,[1123],10001100011.____________________________________________________________,10001100011,0,-1.616341471672058,1,6,5,0.45454545454545453,[1123],1,1123,True,True,1.0,1.0,0.0,0
1123,True,10001100011.____________________________________________________________,[1123],11x11x1111101.__________________________________________________________,11x11x1111101,1,-3.567819356918335,1,6,5,0.45454545454545453,"[3, 3, 125]",3,1125,False,False,2.0,0.6666666666666666,0.13888888888888884,10
1124,False,10x10x100011001.________________________________________________________,"[2, 2, 281]",10x10x100011001.________________________________________________________,10x10x100011001,0,-1.5139234066009521,3,7,6,0.46153846153846156,"[2, 2, 281]",3,1124,True,True,3.0,1.0,0.0,0
1124,False,10x10x100011001.________________________________________________________,"[2, 2, 281]",10x10x11x11x11111.______________________________________________________,10x10x11x11x11111,1,-3.5098607540130615,3,7,6,0.46153846153846156,"[2, 2, 3, 3, 31]",5,1116,False,False,5.0,1.0,0.125,9
1127,False,111x111x10111.__________________________________________________________,"[7, 7, 23]",100011001111.___________________________________________________________,100011001111,0,-2.0710248947143555,3,1,10,0.9090909090909091,[2255],1,2255,False,False,0.0,0.0,0.11111111111111116,7
1127,False,111x111x10111.__________________________________________________________,"[7, 7, 23]",10001100111.____________________________________________________________,10001100111,1,-2.561757802963257,3,1,10,0.9090909090909091,[1127],1,1127,True,False,0.0,0.0,0.125,8
1128,False,10x10x10x11x101111._____________________________________________________,"[2, 2, 2, 3, 47]",10x10x10x10x10001101.___________________________________________________,10x10x10x10x10001101,0,-2.3032736778259277,5,4,10,0.7142857142857143,"[2, 2, 2, 2, 141]",5,2256,False,False,4.0,0.8,0.08333333333333337,6
1128,False,10x10x10x11x101111._____________________________________________________,"[2, 2, 2, 3, 47]",10x10x10x10x11x10111.___________________________________________________,10x10x10x10x11x10111,1,-3.5046863555908203,5,4,10,0.7142857142857143,"[2, 2, 2, 2, 3, 23]",6,1104,False,False,6.0,1.0,0.09722222222222221,6
1134,False,10x11x11x11x11x111._____________________________________________________,"[2, 3, 3, 3, 3, 7]",10x10001101111._________________________________________________________,10x10001101111,0,-1.722495675086975,6,1,12,0.9230769230769231,"[2, 1135]",2,2270,False,False,1.0,0.5,0.1527777777777778,10
1134,False,10x11x11x11x11x111._____________________________________________________,"[2, 3, 3, 3, 3, 7]",10x1000110111.__________________________________________________________,10x1000110111,1,-3.26505970954895,6,1,12,0.9230769230769231,"[2, 567]",2,1134,True,False,1.0,0.5,0.16666666666666663,11
1138,False,10x1000111001.__________________________________________________________,"[2, 569]",10x1000111001.__________________________________________________________,10x1000111001,0,-1.6014797687530518,2,6,6,0.5,"[2, 569]",2,1138,True,True,2.0,1.0,0.0,0
1138,False,10x1000111001.__________________________________________________________,"[2, 569]",10x11x11x111111.________________________________________________________,10x11x11x111111,1,-3.5941035747528076,2,6,6,0.5,"[2, 3, 3, 63]",4,1134,False,False,3.0,0.75,0.125,9
1156,False,10x10x10001x10001.______________________________________________________,"[2, 2, 17, 17]",10x10x100100001.________________________________________________________,10x10x100100001,0,-1.4923139810562134,4,8,6,0.42857142857142855,"[2, 2, 289]",3,1156,True,False,2.0,0.6666666666666666,0.11111111111111116,5
1156,False,10x10x10001x10001.______________________________________________________,"[2, 2, 17, 17]",10x10x11x11x11101.______________________________________________________,10x10x11x11x11101,1,-4.270648002624512,4,8,6,0.42857142857142855,"[2, 2, 3, 3, 29]",5,1044,False,False,5.0,1.0,0.06944444444444442,5
1157,False,1101x1011001.___________________________________________________________,"[13, 89]",10010000101.____________________________________________________________,10010000101,0,-1.6598740816116333,2,4,7,0.6363636363636364,[1157],1,1157,True,False,0.0,0.0,0.09722222222222221,6
1157,False,1101x1011001.___________________________________________________________,"[13, 89]",11x11x11x101101.________________________________________________________,11x11x11x101101,1,-5.3886823654174805,2,4,7,0.6363636363636364,"[3, 3, 3, 45]",4,1215,False,False,3.0,0.75,0.13888888888888884,9
1159,False,10011x111101.___________________________________________________________,"[19, 61]",100100001111.___________________________________________________________,100100001111,0,-1.9258191585540771,2,3,8,0.7272727272727273,[2319],1,2319,False,False,0.0,0.0,0.06944444444444442,5
1159,False,10011x111101.___________________________________________________________,"[19, 61]",10010000111.____________________________________________________________,10010000111,1,-3.047095775604248,2,3,8,0.7272727272727273,[1159],1,1159,True,False,0.0,0.0,0.09722222222222221,6
1165,False,101x11101001.___________________________________________________________,"[5, 233]",10010001101.____________________________________________________________,10010001101,0,-1.6635507345199585,2,4,7,0.6363636363636364,[1165],1,1165,True,False,0.0,0.0,0.125,6
1165,False,101x11101001.___________________________________________________________,"[5, 233]",11x11x11x11x11x101._____________________________________________________,11x11x11x11x11x101,1,-6.8843560218811035,2,4,7,0.6363636363636364,"[3, 3, 3, 3, 3, 5]",6,1215,False,False,6.0,1.0,0.2222222222222222,13
1171,True,10010010011.____________________________________________________________,[1171],10010010011.____________________________________________________________,10010010011,0,-1.7148182392120361,1,6,5,0.45454545454545453,[1171],1,1171,True,True,1.0,1.0,0.0,0
1171,True,10010010011.____________________________________________________________,[1171],11x11x11x101101.________________________________________________________,11x11x11x101101,1,-5.7039079666137695,1,6,5,0.45454545454545453,"[3, 3, 3, 45]",4,1215,False,False,3.0,0.75,0.16666666666666663,12
1176,False,10x10x10x11x111x111.____________________________________________________,"[2, 2, 2, 3, 7, 7]",10x10x10x10x10010011.___________________________________________________,10x10x10x10x10010011,0,-1.9221258163452148,6,3,11,0.7857142857142857,"[2, 2, 2, 2, 147]",5,2352,False,False,4.0,0.8,0.11111111111111116,6
1176,False,10x10x10x11x111x111.____________________________________________________,"[2, 2, 2, 3, 7, 7]",10x10x10x10x11x11x1001._________________________________________________,10x10x10x10x11x11x1001,1,-4.44429874420166,6,3,11,0.7857142857142857,"[2, 2, 2, 2, 3, 3, 9]",7,1296,False,False,6.0,0.8571428571428571,0.11111111111111116,7
1180,False,10x10x101x111011._______________________________________________________,"[2, 2, 5, 59]",10x10x100100111.________________________________________________________,10x10x100100111,0,-1.7913435697555542,4,4,9,0.6923076923076923,"[2, 2, 295]",3,1180,True,False,2.0,0.6666666666666666,0.09722222222222221,6
1180,False,10x10x101x111011._______________________________________________________,"[2, 2, 5, 59]",10x10x11x11000101.______________________________________________________,10x10x11x11000101,1,-2.29671311378479,4,4,9,0.6923076923076923,"[2, 2, 3, 197]",4,2364,False,False,4.0,1.0,0.11111111111111116,5
